id,example,term,binary_label
692,RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.,chick,0
797,"RT @TheDrunkStory: ""My bro made out with an ugly chick at a festival while drunk so now he's known as Larry bird because he hits ""threes"""" &#8230;",chick,0
807,RT @TrueNovacane: Only pussy niggas wouldn't fuck with a chick if she has stretch marks..,chick,0
1051,These chicks use what they got to get what they want. Bunch of Ronnie &amp; Trickz ass hoes.,chick,0
433,"Bet they want a cookie, Bergbrain? You mean like you want a cracker? Kinda bitter here today aren'tcha? #stribpol mngop #mnleg",cracker,0
444,Can someone get me cheese and crackers,cracker,0
445,Can't stop eating graham crackers,cracker,0
516,"Get some H&#228;agen-Dazs ice cream bars, a whole lot, make sure chocolate, gotta have chocolate, man. Some popcorn, red popcorn, graham crackers",cracker,0
530,Hazlenut coffee and graham crackers every morning &#128525;&#128588;&#128152;,cracker,0
556,I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose,cracker,0
571,"If the crust ain&#8217;t graham cracker, keep that pie",cracker,0
735,"RT @HeroineAddict: 15 y/o me totally understood 'Twin Peaks'.
40 y/o me can't seem to follow these 'The Great Outdoors' Goldfish crackers &#8230;",cracker,0
768,RT @NiallOfficial: Absolutely perfect day in London! Suns out! Gona be a cracker at wembley tonight ! Yeaaaaahhhh!,cracker,0
998,"RT @tonymoore: Found cheese cracker sandwiches in the cabinet, a year expired. Ate them anyway. If I die tonight, these will be the worst l&#8230;",cracker,0
1027,Someone please bring me Goldfish crackers,cracker,0
2,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit,cry,0
13,""" lames crying over hoes thats tears of a clown """,cry,0
133,&#8220;@AriaunaDaVon: Did I just start crying? &#128553;&#128557;&#128514;&#8221; bitch &#128514;&#128514;&#128514;,cry,0
136,&#8220;@BarryClerjuste: I cried like a bitch after my first breakup. Never loved again lol&#8221;,cry,0
139,&#8220;@BasedChasen: Chad Jordan in this bitch&#8221; I'm crying,cry,0
173,"@1SonofYahweh..they cry over lost pussy, more emotional than a sissy. They get out &amp; front on hoes simple minds &amp; point brothas like me out",cry,0
225,"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.",cry,0
250,@Newser big fucking deal...cry baby niggers,cry,0
323,"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.",cry,0
345,"@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere",cry,0
446,Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,cry,0
451,"Dad: Why are your eyes so red? Son: I smoked weed, Dad. Dad: Don't lie to me, you were crying because you are a faggot.",cry,0
685,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;,cry,0
732,"RT @Harryslaststand: On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;",cry,0
788,"RT @RussOnPolitics: GOP nominee for #MAgov Charlie Baker's ""fisherman story"" falls apart. He deserves an Oscar for his play crying. http://&#8230;",cry,0
833,RT @Yankees: You may cry after watching the Derek Jeter @Gatorade ad: http://t.co/hMO9Bxol0x http://t.co/0xdlxToci8,cry,0
834,RT @YatchakHannah: @aireekaTK stop crying you pussy,cry,0
890,RT @_politeASSHOLE: 1) A real nigga would NEVER be hurt and crying over pussy they didn't get for two years. What kinda gay shit is that?,cry,0
892,"RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;",cry,0
934,RT @chasingstaxx: If your girl is upset and crying..let her cry...she needs to learn how to stop being a pussy. Toughen up,cry,0
1107,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.,cry,0
198,@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy,dog,0
245,@Mr2damngood4u AS IN&gt; #nature #biology&gt; Dogs don't eat each other as much as birds do. Not everything is as it seems in human terms.,dog,0
410,"A homeless dog living in a trash pile gets rescued, and then does something amazing! Please share. http://t.co/SzpStdxmn6 via @youtube",dog,0
476,Did I just see a white bitch getting licked between her legs by a dog? Nasty fuck!,dog,0
737,"RT @JamesNasty: Here I am, ready to rant about gfs and dogs and tears and women who cant handle their liquor and get jealous of club hoes a&#8230;",dog,0
755,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;",dog,0
940,RT @chvmpagne: Bitches that dress like this pussy taste like hot dog water and bad grades. http://t.co/wrfv9Ld6eo,dog,0
1064,This my dog telling me he is done playing frisbee for now.. lazy mutt http://t.co/l4AocjczsH,dog,0
522,"Hate a hoe that think relationships are seasonal.. ""Winter comin, Let me get me a boyfriend"".. Sound dumb as hell..",dumb,0
509,Fuck a bitch flip a brick,flip,0
546,I flipped dat pacc said fucc a bitch n went and did it again,flip,0
790,"RT @SBNation: Reds fan snags foul ball, gets shoved by player, flips bird, becomes True American Hero: http://t.co/yDu4PR531R http://t.co/&#8230;",flip,0
967,RT @fatguythe: *sings Careless Whisper to broken 7 year old flip flop on the way to the trash,flip,0
1037,That front flip was trash. That's how I front flip into the swimming pool and land on my back every time.,flip,0
1058,They should have never gave a cracker a transmitter!!!!!! @realdjTV will flip when he sees this. http://t.co/cYCdbhbXkQ,flip,0
114,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",gay,0
179,"@AdamHarmon @JeffJeffAllen Yeah tht a bitch, we ain't gay Brah. Chill",gay,0
220,@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,gay,0
339,@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,gay,0
468,Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night,gay,0
532,He's a pretty damn good actor. But as a gay man it's awesome to see an openly queer actor given the lead role for a major superhero film.,gay,0
563,"I turn bitches gay, they think all the other bitches can fuck like me.",gay,0
724,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,gay,0
838,RT @YouCanHaveHer: You either gay or straight don't talk to me bitch please &#9996;,gay,0
895,"RT @_princessShy: pussy like girls&#128571;, damn is my pussy gay?",gay,0
927,RT @capflowwatch: Apple CEO says &#8216;Being gay is a gift from God&#8217; as part of campaign to sell iPhone to queers.. http://t.co/lZE2E0wUyV,gay,0
26,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",ghetto,0
36,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",ghetto,0
176,@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again,ghetto,0
296,"@SlothNG i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%",ghetto,0
333,"@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?!",ghetto,0
409,A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.,ghetto,0
418,"ATTN : All Brown University students, the stop and frisk protesters will be systematically dispersed into random U.S. ghettos. Good luck.",ghetto,0
420,Ain't no love in the ghetto &#128148;,ghetto,0
465,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",ghetto,0
523,Hats off to all hoodrat chicks from the ghetto who have anxiety attacks at formal events,ghetto,0
526,Have you noticed all the ghetto people naming their kids after cars? Mercedes&#8230; Lexus&#8230; Repossessed.,ghetto,0
603,Literally in the middle of the ghetto and these people look scary,ghetto,0
628,Oh I forgot we lived in the ghetto....#hoodrats,ghetto,0
711,RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;,ghetto,0
740,"RT @JamesOKeefeIII: Denver TV airs clip of digging through trash in ""Ghetto Aurora"" to put Black and Mexican ballots to ""good use.&#8221; http://&#8230;",ghetto,0
765,RT @Medz4u: &#8226;not all black girls are ghetto though,ghetto,0
786,"RT @RealTimeWWII: 6000 people/day now being deported from Warsaw ghetto, packed into cattle cars for rail trip to Treblinka death camp. htt&#8230;",ghetto,0
848,RT @ZephTheGreat: Not all black girls are ghetto .,ghetto,0
850,RT @ZitlalyL: It's okay chiquito &#128514; I'm not in the ghetto anymore &#128524;,ghetto,0
4,!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;,girl,0
14,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",girl,0
31,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",girl,0
38,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",girl,0
41,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",girl,0
48,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",girl,0
58,"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",girl,0
63,"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",girl,0
65,"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",girl,0
83,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.",girl,0
141,&#8220;@BetterAreTulips: girls are fucking retarded my back started cramping up man&#8221; it's the double d's,girl,0
195,@Chink_19 chink thats better then having the rug rats running around yah crib girl enjoy life lol,girl,0
281,@Roc_SS @BallHawk_Carter nah son we ca go half if it was my girl bitches be wanting to spend 400 and up on some fake hair,girl,0
405,"@zT_Supreme @uncr4fted @yoPapi_chulo it doesnt matter if it was a joke, the fact still remains that hes a faggot for pretending to be a girl",girl,0
413,A teen was running around Target in monkey pjs screaming OO OO AH AH &amp; the fitting room girls were cackling. Was today designed to annoy me?,girl,0
422,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls.",girl,0
456,Damn girl I'll be your porch monkey,girl,0
460,Dark skinned girls with blonde hair need to stop it. The only bitch that can rock that is Dijonay from The Proud Family.,girl,0
469,Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night,girl,0
478,Dnt play with yo girl heart thats why her pussy there for .,girl,0
482,"Don't ever kiss the other girl in a 3some, don't hug that hoe none of that",girl,0
484,Don't fuck with girls that wear beanies,girl,0
495,Easy bitch how ? Lmfaoooooooooo She was my girl &#9995;,girl,0
513,Gary's girl was a tranny. RT @Em_99car: I wonder what would have become of @rickspringfield if he'd written 'Gary's Girl'.,girl,0
531,"He ain't shit girl, &#128175;he a bitch made nigga !",girl,0
574,If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate,girl,0
584,It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl,girl,0
602,"Let's play ""What will the ghetto white girl with neck tattoos in front of me buy.""
If you answered Cigarillo's...you've seen this episode b4",girl,0
611,"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""....",girl,0
620,OMG RT @shuggajets: &#8220;@iAintAsianTho: when yo side bitch find the gift you bought for ya girl http://t.co/InzEzV9a1n&#8221; LMFAOOOOOOOO,girl,0
629,Oh it was multiple DNA on ol girl man they ran a train on that hoe &#128514;&#128514;&#128514;,girl,0
637,Ole girl really told me she doesn't care if her boyfriend has hoes. This is what's wrong with our generation.,girl,0
641,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*,girl,0
648,"One time in high school, this girl told my friend that he needed proactive. So he told her she needed weight watchers. HAHAHA bitch.",girl,0
649,"One time this girl asked my what my problem was, I instantly replied I love bad bitches &#128514;&#128514;",girl,0
701,"RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;",girl,0
719,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;,girl,0
766,RT @Medz4u: &#8226;not all black girls are ghetto though,girl,0
769,RT @NoWomanIsRight: You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,girl,0
819,"RT @WorIdStarFunnyy: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/NQyLxquLOC",girl,0
820,"RT @WorkaholicBlake: *How girls become friends* Omg, I love your shoes *How guys become friends* Excuse me sir,I see u fuck bitches. I, ...",girl,0
822,RT @XANSHAWTY: There's too much groupie bitches.Hard to come across girls who aren't overly social and friendly with everyone.,girl,0
837,"RT @YoKidAintMine: alcohol is liquid truth. So if a girl is a hoe when she drinks, she's naturally a hoe anyway.",girl,0
839,"RT @YungPineapple_: ""To bad you wont hit a girl pussy"" http://t.co/hsRjqyxZj8",girl,0
846,"RT @Zag_OX: Your girl hold my dick like a wii controller
Where's your bitch, nigga? We control her",girl,0
849,RT @ZephTheGreat: Not all black girls are ghetto .,girl,0
855,"RT @_Fashi0nista: &amp; it's sad cause niggas will have a good girl &amp; do her wrong, it's hard finding a good bitch out here forreal.",girl,0
859,RT @_ImtrILLasFuk: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;,girl,0
867,RT @_MissBre: She's hurt. The nigga she crushing on fucking a bottle girl so they all have to be hoes.,girl,0
868,"RT @_NenaKelly: Thursday We will see bitches dressed up like if the hallways were runways, clown make up on some girls,guys with pants belo&#8230;",girl,0
873,"RT @_RyanRod: RT @AmazinTheGreat: Girls say bs like ""you got too many hoes"". Stop letting twitter and IG fool you. I don't know these fucki&#8230;",girl,0
883,"RT @_deemarieeeee: Nomatter how much I'm feeling you, u can't compete with girls who throw the pussy. Im just gonna always take the L",girl,0
896,"RT @_princessShy: pussy like girls&#128571;, damn is my pussy gay?",girl,0
923,"RT @brownandbella: YASSSSSSSSSSSSSS!!!! RT @DearLeader10: Nothing wrong with Black girls having high dick standards, our pussy bomb nigga!",girl,0
933,RT @chasingstaxx: If your girl is upset and crying..let her cry...she needs to learn how to stop being a pussy. Toughen up,girl,0
973,"RT @grannywinkle: girls, don't let a guy treat you like a yellow starburst u are a pink starburst",girl,0
975,RT @iDntWearCondoms: Stop stalkin your girl social media u bitch ass nigga,girl,0
988,RT @lnsaneTweets: when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,girl,0
991,"RT @meaghanyockey: ""@savanaharanda: Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke",girl,0
994,RT @rhythmixx_: &#8220;@aliyahgrubb: Kanye West is a costume not a mock of a race.&#8221; girl I hate to do this but Kanye is a human not a costume but&#8230;,girl,0
996,RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass,girl,0
1002,"RT @vodkapapixo: Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well.",girl,0
1015,"Remember when black girls out numbers in front of shit. ""I'm 9 hungry"" ""You 7 stupid hoe""",girl,0
1019,"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S""",girl,0
1023,Shy girls &gt;&gt;,girl,0
1032,Stuck up serious bitches are possibly the worst type of girls. Ever.,girl,0
1039,"There are girls. There are women. There are ladies. And there are bitches. You ma'am, is a beeeitch. A dumb ass bitch hahaha.",girl,0
1049,"These bitches both average. Lmao @ ""baddie"" &#8220;@VineForTheByrd: Pretty girls be like &#128129;https://t.co/nVuHkNAN5m&#8221;",girl,0
1089,"Yaaaassss. These bitches sad !! ""@FashionNFingers: You don't like me why? ""Cause my friend don't."" &#128514;&#128514; that's basically how girls work.""",girl,0
1090,"Yaaasss! RT @LoveMsLiz: When a hoe is talking about how they really don't be hoes..... &#128530; like girl, if you gotta explain it.. 9/10 a hoe.",girl,0
1108,You following a whole bunch of bitches that look better than your girl don't do nothin but make you wanna cheat more,girl,0
1109,"You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear.",girl,0
1110,"You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy",girl,0
1112,You girls needa stop with the edits. Damn near got catfished a week or two ago and the bitch keeps findin her way back&#128530;&#128548;&#128165;&#128299;&#128553;,girl,0
1113,"You just worried bout the bitches, I got one girl and she my girl no one else can hit it",girl,0
1116,You know what fuck that bitch and you didnt react? girl it's me and you,girl,0
1142,"lmaoooo RT @ComedyTruth: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst.",girl,0
1144,lmaooooo RT @SirAsshole: when you sit in a ghetto girls seat at lunch https://t.co/HaSLMb1Dzj,girl,0
218,@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,hang,0
244,@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype,hang,0
381,@pot_headed yeah I tend you grab ass &#128075;and smack bitches in the morning . I don't think you can hang lol&#128514;&#128076;,hang,0
389,"@steve_phillips_ funny, I thought @bobmuellerwkrn #tbt 90s photo this week would have you hanging me over a trash can by my ankles",hang,0
428,Amo hangs http://t.co/h8UQDrjeCb,hang,0
573,If this bitch hangs up on me one more time....,hang,0
795,RT @Tae_Rhodes: &#8220;@kim92493: &#8220;@Tae_Rhodes: @kim92493 @patpatbush uhhh you've been judged&#8221; it happens. #whitepower...I'll hang you nigger&#8221; wo&#8230;,hang,0
990,RT @maNIJEEtwa_: Jackie weird .. like bitch hang with ppl ya age&#128514;,hang,0
138,&#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http://t.co/PJRKJeaY6h&#8221; fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston,hide,0
147,&#8220;@Livefromthe_A: These Niggaz bitches hiding behind gangs they ain't in &#128175; &#128056;&#9749;&#65039;&#8221; &#128588;&#128175;,hide,0
538,"Hey. @BarackObama. Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?",hide,0
572,If these hoes ain't lying about being fat they hiding a backpage profile some where...,hide,0
587,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him.",hide,0
1004,"RT @whitbreezy: Once I get a cold beer in my hand there ain't no mistakin who I am, I can't hide my redneck side",hide,0
1062,This kid looks like a retard when he tries hiding his phone... so obvious,hide,0
559,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,jesus,0
597,"Laughing at my deck that they gave me, yellow and jesus stencils all over it",jesus,0
707,RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,jesus,0
731,"RT @HUMonTHESE Every day, I thank my nigga Jesus for hot wings and my uncanny ability to tend to these bitches.",jesus,0
804,RT @ToyaMiani: The reason you called Jesus a monkey is because you knew he was not your color #Farrakhan#TheTime,jesus,0
1160,yall crazy hoes need jesus lol,jesus,0
132,&#8220;@ArianaGrande: is this flappy bird shit a joke or........... http://t.co/L3xDYJypjI&#8221; on the real tho,joke,0
161,"All jokes aside , I'm goin thru it a niggah heart hurt smh . &#1043214; .",joke,0
302,@Stonisnipezz this is a joke right? You're on here like ugh I wish I was a jap and tweeting in gook and shit and jerkin to hentai.,joke,0
404,"@zT_Supreme @uncr4fted @yoPapi_chulo it doesnt matter if it was a joke, the fact still remains that hes a faggot for pretending to be a girl",joke,0
498,"Every character on #Thesimpsons is trash. And they're trash on purpose. If you don't get that, you don't get the joke.",joke,0
590,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary,joke,0
1007,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker,joke,0
24,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R"" Awwwwe! This is soooo ADORABLE!",monkey,0
525,Have they seen Planet of the Apes &#8220;@WhatTheFFacts: Brazil has the highest number of monkey species of any nation in the world with 116.&#8221;,monkey,0
540,Holy monkey balls its warm today,monkey,0
564,I want some monkey bread &#128553;&#128588;,monkey,0
565,I want some monkey bread.,monkey,0
752,"RT @JohnnyFootbalI: Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http&#8230;",monkey,0
771,RT @PapaRockk_: My mom paid $5 to hold this monkey &amp; look what he did &#128553;&#128514; http://t.co/t5ZkMd8Xeh,monkey,0
1020,"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one.",monkey,0
810,RT @WhitePeopleTalk: &#8220;KOBE&#8221; as they shoot a piece of paper into the trash,piece,0
843,RT @YungTweetGod: Bitches will give their pussy to the whole community but wont give a nigga a piece of gum,piece,0
1151,now I have to clean up a dead bird and pieces of glass,piece,0
131,"&#128514;&#128514;&#128514; i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg",pretty,0
257,@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.,pretty,0
353,@holyh00ker he looks like a pretty dyke&#128129;&#10024;,pretty,0
398,@theejustinholt the redskins are doing pretty good this year &#128514;&#128514;,pretty,0
463,"Dear God, forgive us for a moral slope of values. Shacking is just a pretty word for perpetual fornication. Let's... http://t.co/h0URrTNDfZ",pretty,0
534,He's a pretty damn good actor. But as a gay man it's awesome to see an openly queer actor given the lead role for a major superhero film.,pretty,0
558,I thincc I'm a pretty average bitch ya know &#128527;,pretty,0
582,It would be pretty cool if I got to see @boybandproject 1 more time before I go back to hillbilly town! @TheZacMann @levimitchell...&#128531;,pretty,0
609,"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do.",pretty,0
748,RT @Jigga504: &#8220;@mleew17: u pretty but dat pussy got a 100 thousand miles on it!! Book value all fucked up&#128553;&#8221; &#128514;&#128514;&#128514;&#128514;,pretty,0
813,RT @WhoApollo: WCW goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute w&#8230;,pretty,0
980,RT @jaaaayr: pretty bitch is always comin thru &#9786;,pretty,0
1048,These bitches be judging like they experience life and in the billion dollar club. I'm highly favor &amp; doing pretty damn well &#128129;,pretty,0
1050,"These bitches both average. Lmao @ ""baddie"" &#8220;@VineForTheByrd: Pretty girls be like &#128129;https://t.co/nVuHkNAN5m&#8221;",pretty,0
1149,"niggas get a fresh cut, snapback to match the shoes and shirt.....and don't even say waddup to the pretty bitch next to em in da bus",pretty,0
8,""" her pussy lips like Heaven doors "" &#128524;",pussy,0
10,""" i txt my old bitch my new bitch pussy wetter """,pussy,0
17,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",pussy,0
23,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",pussy,0
25,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",pussy,0
35,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",pussy,0
39,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",pussy,0
50,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",pussy,0
51,"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",pussy,0
52,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",pussy,0
59,"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",pussy,0
60,"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",pussy,0
61,"""@Vbomb20: @Woodchuck20 pussy"" love it",pussy,0
64,"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",pussy,0
66,"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",pussy,0
71,"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",pussy,0
72,"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG"" Thotermelon",pussy,0
78,"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is""",pussy,0
82,"""A pussy a day keeps the devil away"" -@DoperThanYola",pussy,0
85,"""Don't you ever give my pussy away. You keep it tight, alright?""",pussy,0
86,"""Eat the pussy like a real nigga hungry""",pussy,0
88,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like""",pussy,0
89,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;",pussy,0
91,"""I'll beat on that pussy so hard""",pussy,0
92,"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5",pussy,0
93,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ",pussy,0
94,"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.""",pussy,0
97,"""Lmao @BlackBeauty515: &#128514;&#128514; RT @80sbaby4life: Pound cake look like pussy &#128514; http://t.co/UFYwCC9xCI""",pussy,0
99,"""Niggas be pressed for pussy, Eeeeeen nothin""",pussy,0
106,"""Stop looking us and go eat some pussy, you yuppie fucks.""",pussy,0
107,"""Takin it straight to dirt, why finger the pussy when I know I can put my dick in it?"" @xErnee18",pussy,0
111,"""Virgin pussy "" () "" , regular pussy "" ( ) "" , Oomf pussy (_________________________)",pussy,0
113,"""What I do? @betysweetcocker: Gotta report you as spam RT @80sbaby4life: Ladies RT if your head game better than your pussy""",pussy,0
115,"""Why would I want to play with some pussy?"" - @jimmyfallon *DEAD* #SNL",pussy,0
116,"""Why would you want pussy on your side burns?.. Thats a good question"" @_hy0ung hahahahaha &#128514;",pussy,0
120,"""but pussy is the root of all drama an attribute put up in they head by they mama.""",pussy,0
122,"""no pussy, or not tryna go to the studio, don't CALL my mufuckin crib like that, god. Yo. Word up god I will BUSS YO SHIT, god, word up""",pussy,0
169,@ the chick who is gorgeous and so fine but her pussy stinks,pussy,0
174,"@1SonofYahweh..they cry over lost pussy, more emotional than a sissy. They get out &amp; front on hoes simple minds &amp; point brothas like me out",pussy,0
197,@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy,pussy,0
431,At pussy cat lounge killin it with my girlz @blaqdior and @hpmiss,pussy,0
479,Dnt play with yo girl heart thats why her pussy there for .,pussy,0
510,Fuck her pussy fuck her mouth fuck her ass cause she nasty,pussy,0
511,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,pussy,0
528,Having sex with a guy wont keep him around for you dumb hoes who think that. Theres plenty pussy. Just gotta have a guy who wont give in,pussy,0
725,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,pussy,0
